Soil Moisture,Temperature,Humidity,Time,Status
47,42,57,5,1
30,27,23,40,1
34,30,21,10,1
1,42,42,100,0
75,20,28,16,0
21,29,57,18,1
28,33,37,78,1
40,13,62,58,0
62,20,43,32,0
8,5,39,20,1
11,24,59,36,0
70,26,56,68,1
89,9,62,91,0
56,0,36,48,0
26,18,25,100,0
36,11,31,42,0
4,2,44,48,1
63,32,28,58,1
44,41,26,12,1
5,33,64,23,1
15,32,26,42,1
24,34,68,9,1
43,39,22,23,1
82,39,55,58,1
54,42,69,53,1
86,45,47,6,0
29,40,53,2,1
85,13,21,47,0
71,15,67,67,1
27,6,46,21,1
11,9,61,33,0
2,1,64,97,0
75,27,46,38,0
64,29,68,60,1
75,30,34,93,0
34,31,58,40,1
66,28,70,51,1
14,11,22,35,1
60,15,36,42,1
12,40,39,26,1
57,5,57,18,1
28,20,42,68,1
65,30,43,69,1
31,26,51,56,1
22,44,60,55,1
17,20,25,82,1
39,0,45,42,0
86,32,58,108,0
10,33,21,26,1
72,24,51,79,1
28,27,51,32,1
68,34,21,6,1
49,29,49,78,1
32,42,62,51,1
10,22,53,37,1
65,0,27,84,0
72,45,48,109,0
83,41,45,102,0
46,32,52,6,1
43,22,61,76,0
53,26,65,56,1
50,32,41,25,0
89,14,58,28,0
48,25,63,37,0
31,38,46,42,1
76,33,27,12,0
2,36,20,106,0
61,1,60,60,0
1,15,53,61,1
36,1,53,56,0
84,0,55,49,0
4,10,23,28,1
88,23,45,98,0
46,29,37,23,1
6,0,24,91,0
32,12,20,51,0
82,41,44,73,1
84,7,39,87,1
31,3,27,50,0
32,10,35,63,1
1,33,42,81,1
33,15,40,55,1
72,19,39,17,0
5,42,47,69,1
83,30,25,81,1
44,7,55,34,1
72,7,37,88,1
59,8,69,93,0
51,34,51,29,1
2,10,38,24,1
61,26,22,103,0
7,13,25,35,1
65,5,44,106,0
45,11,35,38,1
29,2,64,11,1
47,9,22,15,1
67,37,60,109,0
47,0,46,100,0
14,42,27,9,1
36,31,62,63,1
69,21,66,53,1
38,34,22,30,1
73,35,37,13,0
40,34,23,60,1
69,0,42,106,0
7,24,24,73,1
3,37,26,54,1
3,3,38,90,1
14,31,62,33,1
86,24,34,24,0
7,34,29,36,1
74,43,22,71,1
31,18,65,71,1
10,20,23,90,1
87,17,45,64,1
17,10,64,44,1
83,37,28,72,1
27,35,52,107,0
54,33,23,47,1
18,0,66,59,1
17,28,54,82,1
61,27,68,49,1
12,11,28,95,0
27,36,27,14,1
54,36,43,58,1
44,43,25,10,1
69,18,39,44,1
26,30,70,64,1
69,28,53,49,1
48,13,61,55,0
75,38,29,14,0
65,34,55,97,0
44,45,59,43,1
43,38,53,66,1
25,12,21,78,0
61,22,34,23,0
9,20,46,55,1
62,41,59,78,1
41,9,46,82,0
68,17,22,17,0
39,12,59,62,0
39,7,29,94,0
49,4,57,39,1
88,39,41,41,1
88,42,26,36,0
51,10,45,3,0
28,2,27,84,0
83,30,40,19,0
13,25,58,20,0
7,15,62,15,1
40,43,34,99,0
24,9,26,100,0
39,34,32,41,1
37,21,37,86,1
74,7,34,31,0
33,34,53,46,1
44,19,55,104,0
3,13,48,62,1
74,21,36,12,0
17,42,35,19,1
58,14,64,85,1
60,8,63,108,0
45,21,62,51,0
25,8,36,91,0
65,22,57,12,0
88,29,22,35,0
33,7,67,86,1
60,36,45,79,1
29,14,43,34,1
12,23,33,108,0
50,36,20,102,0
55,3,70,41,0
19,33,37,21,1
30,45,26,87,1
51,7,45,62,0
30,22,36,10,1
59,27,45,58,1
20,20,21,60,1
59,38,70,38,1
60,13,37,25,0
13,17,26,3,1
35,20,67,17,1
57,15,32,70,1
56,23,68,59,1
31,0,49,104,0
49,45,37,7,1
11,9,24,47,1
30,19,45,103,0
32,1,67,83,0
66,39,46,74,1
48,18,41,29,1
56,27,25,52,1
82,4,65,2,0
21,11,60,77,0
51,31,34,2,1
50,19,47,65,1
22,0,28,27,0
89,17,56,93,0
24,36,35,93,0
2,1,65,37,1
87,3,57,27,0
88,5,24,48,0
9,34,65,74,1
40,13,62,24,1
7,30,31,63,1
66,11,29,109,0
61,45,28,33,0
62,25,48,39,0
9,16,53,94,0
54,35,52,76,1
88,44,35,109,0
90,15,67,18,0
39,17,34,96,0
51,14,26,51,0
13,9,40,95,0
23,14,25,76,0
20,34,27,19,1
11,10,69,98,0
29,41,56,97,0
18,19,68,94,0
75,25,30,17,0
70,1,64,73,1
43,29,57,37,1
47,38,69,46,1
86,35,50,59,1
18,40,63,107,0
39,10,42,32,1
90,42,27,25,0
81,20,38,4,0
31,34,68,4,1
38,5,68,47,1
8,19,40,44,1
23,16,32,69,1
74,35,35,21,0
36,1,54,68,0
64,7,69,72,1
86,7,70,77,1
59,26,54,34,1
49,22,36,69,1
87,0,52,109,0
60,3,55,81,0
21,36,50,7,1
49,19,56,67,0
28,31,47,21,1
51,20,42,71,1
41,30,36,88,1
69,24,41,53,1
74,14,58,55,0
79,42,36,37,0
60,32,58,50,1
66,40,56,19,0
19,14,50,45,1
53,5,37,34,1
7,40,41,72,1
25,13,60,98,0
76,23,62,85,0
27,8,41,106,0
85,18,24,64,0
37,31,57,65,1
18,20,55,13,1
8,8,55,5,0
86,6,27,61,0
29,30,46,76,1
85,13,45,106,0
40,6,39,31,1
62,7,27,35,0
55,12,69,90,1
52,33,31,85,1
42,35,33,32,1
14,31,42,70,1
44,6,47,12,1
59,32,48,22,0
56,7,58,64,0
58,39,53,56,1
79,13,33,9,0
51,43,23,103,0
12,7,21,83,1
63,31,53,65,1
29,15,51,20,1
35,24,68,99,0
65,39,61,28,0
32,0,47,50,0
46,18,30,16,1
62,30,46,9,1
40,42,61,90,1
55,4,66,5,0
9,3,52,67,1
70,23,69,75,1
56,20,46,18,1
7,15,29,60,1
78,26,48,88,1
2,21,48,51,1
7,25,21,6,1
48,29,55,14,1
51,29,25,40,1
84,9,25,52,0
69,26,40,56,1
20,12,53,92,0
48,8,44,97,0
19,6,25,76,1
20,8,56,4,0
64,9,63,34,0
39,11,60,108,0
59,11,44,76,0
84,28,44,97,0
31,29,20,34,1
2,21,39,59,1
38,31,34,32,1
53,16,39,26,1
8,42,33,2,1
60,3,30,50,0
77,31,23,25,0
41,31,61,95,0
78,9,35,82,1
19,4,52,4,0
51,3,53,103,0
59,4,52,89,0
51,9,29,74,0
81,13,36,44,1
64,9,28,70,0
3,40,43,26,1
48,23,61,54,0
3,43,26,32,1
61,20,67,33,0
7,28,20,97,0
31,40,44,69,1
56,5,28,9,0
19,41,50,66,1
74,5,25,58,0
85,20,59,66,0
58,44,20,62,1
46,20,38,12,1
27,12,57,94,0
15,31,33,105,0
4,14,66,104,0
84,39,32,40,1
19,4,25,9,0
39,33,34,106,0
36,38,59,51,1
69,26,37,30,0
11,44,21,70,1
16,20,66,103,0
15,40,28,60,1
8,40,59,84,1
18,37,42,79,1
89,27,40,44,1
31,13,69,61,1
38,16,49,56,0
16,17,60,25,0
45,6,30,82,0
11,8,58,96,0
69,4,35,9,0
49,33,34,85,1
7,44,43,58,1
12,24,48,96,0
24,19,70,106,0
31,10,23,83,0
88,28,27,36,0
65,29,25,30,0
18,3,52,65,1
74,34,21,22,0
89,0,60,12,0
31,39,32,15,1
83,38,59,38,0
75,38,59,22,0
10,16,55,32,0
65,16,70,48,1
86,9,31,35,0
26,16,63,98,0
40,45,45,108,0
33,25,39,62,1
31,28,44,65,1
56,34,22,98,0
49,3,62,107,0
1,12,34,110,0
32,8,40,51,0
8,3,29,58,1
9,40,45,22,1
2,15,55,95,0
23,32,69,89,1
60,8,37,21,0
60,45,65,9,1
18,30,44,33,1
84,2,37,78,0
18,27,48,14,1
53,41,27,71,1
20,19,61,31,1
86,21,55,88,0
82,45,30,57,1
75,33,68,31,0
48,8,70,52,1
30,12,40,4,1
22,19,32,105,0
73,1,52,1,0
16,12,66,12,1
43,18,32,38,1
74,35,40,37,0
46,36,30,0,1
34,35,22,43,1
74,35,55,72,1
80,29,56,6,0
69,2,51,48,0
18,28,68,36,1
11,17,31,102,0
67,13,47,70,0
4,22,55,60,1
48,19,70,5,1
51,41,69,99,0
64,32,20,60,1
22,10,33,24,1
88,15,55,26,0
74,15,66,65,1
40,8,57,96,0
79,14,29,30,0
1,16,35,47,1
74,1,52,27,0
31,39,43,43,1
34,29,62,55,0
11,18,32,103,0
81,1,21,5,0
5,14,68,17,1
67,45,36,84,1
2,30,20,24,1
5,10,43,73,1
48,6,39,86,0
30,29,38,36,1
57,15,44,36,1
27,33,69,87,1
59,3,49,78,0
76,13,36,61,1
32,31,50,10,1
54,14,33,37,1
54,41,28,52,1
46,37,35,98,0
21,2,43,1,0
21,12,44,99,0
12,43,42,102,0
7,9,22,81,1
24,12,52,69,0
25,0,25,4,0
26,39,22,108,0
13,2,22,28,1
46,25,59,79,0
80,28,63,54,0
73,13,26,62,0
44,15,56,57,0
29,2,30,66,0
17,30,54,63,1
56,22,23,66,0
59,40,68,63,1
83,11,30,38,0
70,33,49,103,0
7,17,31,86,1
4,35,64,95,0
2,42,60,53,1
29,4,41,42,0
85,17,29,96,0
54,43,69,6,1
37,3,23,85,0
36,35,46,70,1
10,40,65,98,0
81,10,68,48,1
86,38,59,90,1
9,36,28,59,1
29,22,44,29,1
24,30,45,68,1
52,32,36,19,0
14,26,64,14,1
70,22,70,82,1
59,25,35,39,1
11,7,54,108,0
10,30,59,36,1
71,27,24,31,0
5,21,21,44,1
85,43,51,106,0
38,22,61,59,0
27,34,70,2,1
61,2,49,55,0
54,1,26,8,0
13,9,25,23,1
44,26,26,80,0
89,0,63,49,0
86,17,55,1,0
42,3,69,107,0
53,9,46,33,1
22,13,33,20,1
18,31,40,35,1
51,6,58,94,0
41,37,33,24,1
1,22,50,6,1
16,33,44,39,1
74,30,46,22,0
36,40,30,68,1
44,27,51,89,1
18,7,26,70,1
80,20,44,108,0
59,11,66,95,0
19,42,60,2,1
18,11,31,100,0
62,9,27,101,0
45,6,44,84,0
52,44,34,98,0
16,8,23,48,1
89,23,31,62,0
8,9,56,36,0
40,40,48,65,1
87,8,62,34,0
90,28,27,47,1
66,31,40,8,1
85,0,22,60,0
53,35,26,44,1
1,29,63,23,1
47,41,25,64,1
32,20,44,104,0
81,9,43,46,0
54,23,66,11,1
16,15,34,45,1
13,39,26,65,1
51,22,61,36,1
42,31,55,94,0
38,18,57,39,1
69,43,34,87,1
36,0,51,45,0
49,0,63,0,0
74,4,39,90,0
24,30,53,71,1
6,10,56,91,0
16,39,48,10,1
21,29,33,76,1
46,39,47,6,1
10,10,47,39,1
22,19,58,35,1
75,37,70,100,0
84,28,35,18,0
80,8,36,58,1
64,6,51,24,0
11,18,23,11,1
44,18,45,16,1
81,22,69,45,1
1,11,28,3,1
87,19,57,40,0
77,40,28,99,0
70,20,60,72,0
55,2,51,31,0
81,42,41,42,1
25,37,39,87,1
12,32,51,54,1
6,38,60,7,1
19,17,23,1,1
69,27,24,62,1
87,36,54,51,1
17,24,38,68,1
5,32,26,59,1
63,7,44,97,0
30,8,31,63,0
78,31,23,59,1
37,26,47,1,1
71,15,33,65,1
45,22,20,2,1
33,32,46,40,1
32,10,37,25,1
56,17,58,96,0
72,33,30,43,1
10,30,22,102,0
5,37,32,17,1
58,33,70,27,1
89,44,70,59,1
49,0,57,66,0
70,27,63,4,0
29,37,41,89,1
32,14,60,63,0
87,28,60,103,0
40,32,40,35,1
90,41,47,79,1
48,9,42,43,0
65,3,47,108,0
90,23,21,16,0
12,14,62,62,1
22,4,33,50,1
38,35,44,25,1
21,0,41,45,0
13,21,59,109,0
12,17,41,62,1
14,39,60,9,1
54,7,45,107,0
49,9,66,99,0
9,11,68,17,1
51,14,51,12,1
27,22,38,109,0
89,42,66,75,1
6,4,51,93,0
14,15,62,87,1
56,15,21,61,0
37,12,67,55,1
27,29,24,90,1
17,7,29,2,0
61,8,38,77,1
30,0,68,41,0
23,42,68,60,1
65,30,28,31,0
79,26,63,28,0
81,33,63,8,0
20,32,31,79,1
83,34,66,33,0
21,0,69,73,0
67,8,61,64,0
28,32,61,69,1
14,0,59,40,1
66,39,39,78,1
50,29,26,70,1
34,32,52,87,1
15,40,25,76,1
12,32,57,96,0
69,0,40,62,0
39,29,33,68,1
56,18,28,16,1
76,18,28,6,0
68,33,36,7,1
15,35,40,97,0
2,31,38,89,1
30,21,45,30,1
45,26,62,66,0
27,42,31,75,1
49,15,63,102,0
21,13,53,103,0
28,5,36,41,1
22,6,35,36,1
47,32,66,56,1
57,44,29,77,1
80,40,58,46,1
86,32,48,60,1
18,39,41,86,1
35,30,48,28,1
52,36,26,69,1
81,24,35,18,0
9,16,22,8,1
59,7,68,35,1
46,13,33,51,1
13,18,30,44,1
25,10,28,86,0
29,21,54,37,1
24,6,47,27,1
62,20,70,79,1
38,25,41,40,1
73,22,20,43,1
89,41,34,32,0
8,8,50,63,1
71,2,24,44,0
16,16,65,63,1
6,33,59,89,1
40,0,53,73,0
39,18,30,68,0
33,12,24,3,1
51,36,27,85,1
43,0,53,86,0
84,31,35,51,1
82,26,23,71,1
18,32,34,49,1
29,44,44,74,1
85,28,39,67,1
13,2,26,23,1
36,23,67,52,1
50,19,62,55,0
65,37,65,68,1
45,23,48,11,1
83,42,42,78,1
35,27,50,51,1
21,41,53,54,1
31,24,60,107,0
76,22,44,14,0
26,8,42,64,0
16,16,25,20,1
13,27,49,66,1
50,19,41,62,1
55,19,52,28,1
75,12,44,96,0
75,34,56,33,0
69,38,51,67,1
84,21,48,22,0
2,41,46,22,1
34,5,49,106,0
86,32,36,12,0
54,1,55,34,0
36,25,50,105,0
22,12,29,96,0
1,4,62,54,1
20,43,46,80,1
34,1,60,97,0
54,21,53,41,1
76,40,47,6,0
10,45,55,110,0
50,25,40,2,1
17,7,50,33,1
26,28,20,62,1
3,9,57,29,0
47,37,30,56,1
43,40,64,74,1
84,9,31,19,0
69,13,50,84,0
11,1,37,77,1
54,23,33,108,0
72,26,25,72,1
73,21,29,14,0
90,3,61,73,0
44,11,51,59,0
85,45,45,15,0
37,20,64,37,1
13,5,37,96,0
87,16,52,102,0
65,22,55,47,0
69,22,21,49,1
86,39,23,62,1
17,36,61,103,0
44,16,55,48,0
63,41,68,53,1
9,26,44,79,1
16,39,61,43,1
85,7,50,71,0
22,20,63,64,0
52,34,70,18,1
65,40,32,6,1
69,3,64,3,0
45,4,59,15,1
4,39,26,22,1
62,6,27,53,0
76,19,54,103,0
75,1,45,53,0
51,36,56,36,1
40,24,69,31,1
62,21,57,51,0
15,12,62,93,0
76,36,28,19,0
58,27,41,77,1
64,21,36,13,0
63,45,31,41,1
6,1,50,63,1
37,33,28,53,1
1,22,65,105,0
22,30,31,94,0
11,24,54,92,0
49,43,60,99,0
81,4,33,14,0
42,10,45,72,0
13,15,42,13,1
58,5,46,54,0
82,35,33,72,1
77,33,27,31,0
14,26,31,94,0
4,44,59,7,1
85,9,25,105,0
78,38,55,45,1
35,42,70,94,0
57,22,48,60,1
64,41,26,4,1
30,35,37,110,0
22,37,59,76,1
58,18,33,83,1
58,0,68,86,0
34,22,62,1,1
88,14,44,11,0
45,4,26,62,0
38,26,55,77,1
36,43,22,45,1
72,15,21,30,0
85,33,56,95,0
87,34,59,6,0
70,5,58,103,0
83,31,45,7,0
37,3,25,22,1
78,37,33,65,1
9,22,51,4,1
44,1,56,98,0
80,3,51,48,0
19,16,67,19,1
85,45,39,74,1
34,11,27,0,1
5,10,48,49,1
37,23,41,61,1
37,22,56,106,0
56,13,20,103,0
4,19,29,94,0
71,9,38,53,1
15,21,29,39,1
36,42,27,27,1
13,9,57,85,1
79,41,33,105,0
13,12,61,58,1
28,40,32,95,0
43,31,51,61,1
54,7,51,97,0
84,42,55,48,1
49,31,60,110,0
42,44,50,78,1
5,26,66,42,1
73,34,27,6,0
57,10,65,45,1
65,7,26,107,0
26,30,41,4,1
27,37,68,19,1
52,33,63,76,1
45,11,27,89,0
73,23,21,72,1
41,21,60,32,1
43,8,64,32,1
38,23,69,13,1
4,45,52,42,1
51,2,60,57,0
16,28,67,65,1
84,29,66,110,0
10,19,58,31,1
36,7,49,54,0
52,38,38,98,0
50,42,47,48,1
81,20,39,62,1
28,32,60,44,1
4,5,69,1,0
26,21,27,103,0
40,36,57,41,1
87,40,37,9,0
18,27,26,45,1
6,41,40,68,1
12,5,55,51,1
9,36,54,109,0
63,23,55,76,1
11,42,67,23,1
86,43,67,51,1
10,13,26,29,1
34,17,69,54,1
7,39,22,58,1
10,38,46,94,0
72,39,24,9,0
74,32,59,55,1
20,21,47,25,1
73,36,68,62,1
88,36,62,110,0
44,33,56,79,1
62,23,40,88,1
44,5,32,62,1
85,29,43,54,1
47,26,36,47,1
84,36,38,44,1
12,23,27,82,1
11,35,62,56,1
61,30,36,49,1
16,12,63,79,1
73,21,42,11,0
73,39,70,6,0
59,9,31,37,1
83,25,25,88,1
7,8,26,51,1
58,22,64,4,1
80,9,22,34,0
23,12,35,102,0
75,26,41,27,0
73,31,32,69,1
13,21,21,44,1
69,33,60,80,1
27,11,48,97,0
76,42,29,87,1
25,8,46,82,0
21,22,30,65,0
63,9,25,97,0
89,12,26,14,0
39,4,30,90,0
84,15,20,27,0
46,39,42,110,0
52,39,48,71,1
90,9,21,108,0
90,32,55,41,1
37,45,42,101,0
36,25,36,38,0
46,3,38,53,0
56,16,46,34,1
11,8,68,31,1
7,9,63,78,1
21,6,69,35,1
43,35,61,26,1
51,41,41,28,1
66,15,64,24,0
56,40,51,60,1
74,27,49,41,1
84,14,34,59,1
85,17,37,81,1
80,17,36,23,0
59,10,70,60,1
48,17,23,62,0
38,19,43,41,1
82,21,52,45,1
21,35,32,54,1
58,32,61,61,1
58,14,70,49,1
43,4,42,38,1
35,25,53,26,0
29,24,42,107,0
56,34,40,43,1
90,1,47,42,0
36,39,23,17,1
35,21,49,22,1
10,19,42,92,0
66,10,41,86,1
73,7,26,98,0
10,34,36,14,1
82,29,46,8,0
86,12,48,55,0
13,38,50,91,0
41,26,43,24,1
62,38,37,88,1
1,8,23,86,1
75,14,64,61,1
26,8,58,62,0
80,24,57,28,0
72,4,57,70,0
10,20,32,39,1
80,33,42,42,1
50,0,21,68,0
37,39,63,102,0
89,3,47,70,0
38,21,33,87,1
90,12,35,24,0
49,36,26,30,1
3,41,66,105,0
43,45,49,44,1
35,41,55,77,1
13,15,51,22,1
33,45,52,56,1
46,32,43,93,0
82,20,56,110,0
8,19,55,64,1
64,37,37,97,0
88,11,54,50,0
58,5,64,108,0
48,5,56,73,0
37,34,69,24,1
83,22,65,3,0
89,22,27,72,0
57,5,37,0,0
3,5,38,22,1
65,8,32,40,1
81,44,33,35,0
77,32,36,99,0
50,12,62,109,0
45,29,56,38,1
67,18,38,56,1
87,25,52,8,0
44,41,38,81,1
66,10,52,41,0
58,42,46,5,1
90,12,48,42,0
85,14,45,11,0
34,20,65,90,1
26,31,20,82,1
13,19,61,105,0
66,3,44,106,0
82,34,28,63,1
75,42,65,40,1
7,26,61,54,1
15,15,29,68,1
76,8,69,5,0
14,41,28,96,0
24,21,37,109,0
57,19,68,50,1
38,15,36,12,1
42,41,70,109,0
87,23,29,64,0
27,1,67,107,0
7,6,38,11,1
3,44,61,12,1
23,6,70,84,0
78,17,44,41,1
83,31,53,78,1
21,45,68,45,1
12,30,69,60,1
31,38,37,54,1
6,45,42,1,1
31,44,46,62,1
73,27,53,7,0
12,4,59,0,0
50,15,47,23,1
60,5,29,74,0
66,4,34,27,0
56,3,50,46,0
67,2,59,2,0
83,8,67,86,1
52,8,22,25,1
33,31,57,63,1
32,23,65,96,0
9,4,30,55,1
43,10,23,97,0
16,45,39,104,0
28,0,61,42,0
64,44,35,88,1
59,44,38,45,1
14,37,38,80,1
9,33,50,62,1
58,29,30,84,0
21,14,42,4,1
82,35,26,79,1
27,20,44,63,1
67,24,57,82,0
41,24,44,78,1
1,24,46,41,1
65,31,34,20,0
68,28,35,82,1
90,4,69,91,0
42,33,29,33,1
12,20,62,54,1
51,31,40,14,1
28,14,25,38,1
26,2,51,9,0
64,17,69,78,1
16,35,54,48,1
83,3,23,100,0
41,36,65,16,1
65,30,20,106,0
81,12,38,18,0
78,34,44,54,1
71,32,54,14,0
43,32,40,18,1
45,34,59,83,1
24,11,49,49,0
42,2,60,10,1
74,1,54,60,0
77,9,35,12,0
47,44,57,45,1
80,2,31,31,0
26,35,47,61,1
73,42,58,22,0
26,3,31,13,1
84,3,50,42,0
75,5,20,47,0
80,31,58,97,0
63,20,31,38,0
18,34,26,63,1
5,38,20,74,1
48,15,47,19,1
80,43,37,21,0
20,5,62,101,0
57,5,26,49,0
70,4,52,102,0
74,33,59,20,0
20,6,69,18,1
63,0,30,50,0
12,24,22,45,1
4,6,28,109,0
47,5,50,83,0
12,27,30,86,1
43,35,44,43,1
36,2,56,34,1
19,6,39,65,1
31,22,38,27,1
86,31,61,53,1
68,11,34,92,0
43,14,27,66,0
82,12,58,71,0
53,36,68,107,0
17,14,57,62,1
80,27,56,44,1
67,31,54,29,0
80,13,58,110,0
56,34,48,89,1
6,19,59,0,1
51,40,54,27,1
58,19,26,93,0
75,0,62,40,0
48,40,52,19,1
61,29,31,13,0
45,21,55,51,0
84,3,38,20,0
78,39,26,84,1
80,0,57,51,0
58,44,41,45,1
57,39,30,2,1
43,21,43,88,1
66,6,62,91,0
81,37,66,64,1
48,25,59,92,0
35,42,34,45,1
40,45,69,89,1
69,36,68,59,1
74,26,33,81,1
80,33,34,96,0
59,36,56,82,1
66,0,33,103,0
46,7,69,70,1
60,4,39,6,0
35,19,56,41,0
57,27,48,95,0
80,23,22,93,0
87,29,63,74,0
15,4,68,57,1
88,37,43,104,0
14,2,26,88,1
1,42,37,49,1
4,23,65,89,1
9,3,67,39,1
14,42,25,110,0
30,32,53,29,1
40,38,63,96,0
23,2,34,15,1
11,3,24,35,1
46,0,27,72,0
36,44,40,14,1
86,17,67,80,1
31,6,70,108,0
68,24,27,94,0
23,34,52,63,1
54,33,37,96,0
11,14,51,57,1
21,25,50,72,1
5,19,59,38,1
81,7,54,2,0
82,33,26,109,0
82,26,62,80,0
17,17,44,105,0
54,9,61,42,0
52,33,57,70,1
68,12,46,58,0
26,19,41,37,1
62,44,46,3,1
1,8,38,18,0
81,35,35,107,0
80,2,53,68,0
1,37,68,78,1
45,32,46,94,0
6,7,38,109,0
68,38,61,90,1
84,38,41,109,0
19,40,27,32,1
7,23,40,68,1
60,25,43,38,0
79,18,51,29,0
62,31,39,1,1
37,13,53,33,1
22,3,43,14,1
68,28,70,58,1
14,26,27,40,1
84,14,49,110,0
15,31,45,109,0
58,44,56,22,1
90,25,28,5,0
14,17,37,104,0
54,1,30,84,0
56,23,28,0,1
37,39,33,24,1
89,6,64,57,1
45,4,54,0,0
33,43,31,31,1
40,5,33,78,1
2,12,36,60,1
2,7,29,69,1
66,42,24,85,1
80,9,48,106,0
61,30,48,61,1
68,21,58,94,0
72,18,39,25,0
27,18,47,13,1
26,32,45,76,1
77,32,50,18,0
64,33,60,105,0
33,30,21,84,1
86,15,22,63,0
3,17,39,49,1
82,8,57,19,0
32,40,36,39,1
60,38,49,58,1
10,10,64,24,1
69,14,51,60,0
11,20,57,44,1
66,21,52,60,1
22,36,70,92,0
51,37,34,35,1
50,35,61,104,0
40,43,64,74,1
50,9,33,5,0
80,44,47,82,1
70,39,22,101,0
49,4,31,95,0
58,9,25,55,0
7,8,36,82,1
51,16,61,101,0
14,29,58,59,1
5,37,23,100,0
72,6,28,39,0
73,10,67,106,0
3,26,35,90,1
70,6,35,77,1
18,8,36,38,0
74,20,34,106,0
11,27,28,56,1
41,37,58,46,1
18,42,32,1,1
32,20,45,15,1
8,42,47,19,1
73,7,61,98,0
25,7,34,21,1
90,15,26,46,0
19,23,56,40,1
90,7,51,74,0
89,36,56,14,0
50,11,69,53,1
85,6,45,24,0
35,8,63,9,0
21,9,54,16,0
82,0,31,13,0
22,12,52,39,1
54,3,68,49,0
84,6,22,102,0
79,45,27,110,0
56,16,59,96,0
8,11,36,59,1
1,8,24,3,0
55,8,59,10,1
13,1,57,110,0
54,40,37,15,1
26,23,49,32,1
52,44,54,8,1
80,37,63,102,0
60,10,62,61,0
77,35,45,82,1
73,22,51,21,0
85,35,51,92,0
74,24,26,2,0
53,38,64,97,0
14,39,61,33,1
10,39,41,20,1
27,15,66,53,1
69,40,31,73,1
47,32,35,56,1
54,43,50,60,1
34,44,24,20,1
17,14,39,97,0
25,31,35,26,1
43,12,66,81,1
33,38,26,79,1
83,28,36,69,1
34,26,66,17,1
24,10,47,38,1
68,27,64,38,0
76,17,40,87,1
25,10,65,58,1
10,17,66,72,1
83,8,36,84,1
54,22,48,44,1
43,31,41,50,1
7,29,69,70,1
74,23,21,70,1
38,27,68,110,0
11,30,64,109,0
61,30,55,10,0
81,0,45,17,0
77,39,63,104,0
39,13,27,21,1
78,8,64,88,1
65,23,27,30,0
27,22,57,64,0
45,20,43,87,1
77,44,30,41,1
20,45,54,86,1
8,4,42,21,1
84,35,30,92,0
20,23,57,65,1
76,40,38,85,1
87,12,37,34,0
60,25,65,99,0
41,14,57,89,0
64,30,28,50,1
90,18,61,81,0
43,30,27,49,1
6,4,70,96,0
63,29,44,90,1
25,31,23,18,1
87,44,30,84,1
20,29,47,43,1
5,33,25,35,1
3,45,39,86,1
22,35,33,60,1
11,37,70,36,1
14,40,58,71,1
55,18,20,30,1
83,23,61,37,0
76,27,50,3,0
73,25,25,52,1
32,16,68,36,1
32,36,55,61,1
42,19,28,48,0
15,30,20,92,0
31,22,28,11,1
80,28,39,93,0
5,12,64,24,1
1,44,56,85,1
79,38,65,12,0
37,21,55,71,0
37,30,31,95,0
69,3,33,28,0
80,25,53,1,0
11,23,40,91,0
33,43,44,7,1
56,2,23,88,0
86,41,63,34,0
50,13,69,78,1
88,27,69,90,1
57,33,60,100,0
5,20,49,80,1
59,9,56,15,1
16,21,57,67,1
43,20,34,82,1
63,10,36,46,1
12,45,25,58,1
63,18,50,56,0
53,30,25,73,1
13,1,46,106,0
68,9,65,18,0
24,28,28,15,1
4,27,34,78,1
27,32,54,85,1
59,25,30,99,0
38,20,44,108,0
60,20,43,88,1
41,12,41,1,1
14,24,34,97,0
26,12,28,106,0
70,4,35,64,1
49,6,69,39,1
7,16,56,37,0
15,2,52,9,0
64,30,54,28,0
41,33,30,75,1
26,23,67,0,1
67,5,22,92,0
43,4,34,107,0
69,37,24,70,1
74,42,47,68,1
52,8,39,79,1
31,1,35,54,0
35,22,61,42,0
67,13,39,83,1
42,4,36,82,0
69,18,60,18,0
10,9,51,57,1
55,42,46,97,0
73,8,23,26,0
81,18,21,108,0
36,31,38,33,1
83,29,53,31,0
50,40,51,27,1
88,39,21,87,1
54,32,45,102,0
29,4,61,73,0
25,8,20,104,0
45,2,53,39,1
73,33,31,99,0
21,21,62,101,0
5,12,54,109,0
28,35,63,70,1
57,22,55,31,1
16,7,30,1,0
31,10,61,32,1
63,18,59,103,0
69,32,59,89,1
33,9,48,105,0
9,32,31,12,1
65,6,27,102,0
23,28,67,60,1
71,4,46,71,0
63,1,51,14,0
87,13,57,3,0
75,41,37,75,1
78,39,56,4,0
26,5,38,14,1
33,10,24,21,1
77,38,49,102,0
34,25,53,4,1
32,12,37,47,1
60,31,28,18,0
76,36,22,18,0
33,26,48,54,1
29,39,22,108,0
37,16,61,9,1
2,15,31,1,1
65,18,34,10,0
88,37,40,77,1
63,19,62,0,1
68,10,38,86,1
80,21,21,35,0
57,40,27,56,1
7,17,37,31,0
76,17,27,66,0
33,21,55,54,0
46,33,47,81,1
72,8,38,94,0
10,17,68,32,1
44,26,57,5,1
27,41,61,109,0
38,24,39,20,0
54,27,67,103,0
89,3,58,103,0
2,8,20,2,0
